%FA,Column diameter(m),Density of Gas (kg/m3),Density of Liquid (kg/m3),Diffusivity (m2/s),Interfacial Area (m2/m3),Liquid height (m),Molecular Weight of gas (kg/kmol),Pressure (kPa),Sparger Encode,Sparger hole diameter (m),Superficial gas velocity (m/s),Surface Tension of Liquid (N/m),Temperature (K),Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Viscosity of Gas (Pa.s),Viscosity of Liquid (Pa.s),Volumetric Mass Transfer Coefficient (1/s),k_L (m/s)
0.241763336,0.301,1.2,1015,2.20E-09,13.28903654,1.79,28.84,101.3,2,0.0148,0.020038889,0.073,293,,,,,,1.81E-05,0.0011,0.023541389,0.00177149
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.06094775,0.029,298,,,,,,1.83E-05,0.026,0.008262807,0.000209875
0.164577778,0.15,1.18,1000,2.10E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.13247,0.0723,293,,,,,,1.81E-05,0.001,0.062615,0.002348062
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.18794653,0.029,298,,,,,,1.83E-05,0.026,0.015506254,0.000393859
0.177285319,0.19,1.2,1178,8.10E-10,21.05263158,1.7,28.84,101.3,7,0.001,0.0547321,0.066,298,,,,,,1.81E-05,0.01368,0.0147651,0.000701342
0.099722992,0.095,1.2,867,3.22E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.02879,0.0286,293,,,,,,1.81E-05,0.000669,0.055879,0.001327126
1.69,0.1,1.17,1040,2.61E-09,40,1.3,28.84,101.3,2,0.013,0.077346,0.0725,302,,,,,,1.85E-05,0.000831,0.051915,0.001297875
2.703893607,0.316,2.246010745,900,3.10E-09,12.65822785,2.24,28.01,200,8,0.005,0.13608801,0.0289,300,,,,,,1.66E-05,0.00083,0.5646469,0.044607105
2.703893607,0.316,5.588299334,900,3.10E-09,12.65822785,2.24,28.01,497.62,8,0.005,0.1,0.0289,300,,,,,,1.66E-05,0.00083,0.6218,0.0491222
0.099722992,0.095,1.2,784,4.85E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.063101,0.0231,293,,,,,,1.81E-05,0.000327,0.089661,0.002129449
1.09,0.162,1.2,1000,2.50E-09,24.69135802,1.51212096,28.84,101.3,3,0.00132,0.08837925,0.0723,298,,,,,,1.81E-05,0.001,0.07051506,0.00285586
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.075324,0.0222,293,,,,,,1.81E-05,0.000586,0.091002,0.002161297
0.300332843,0.152,1.2,1015,2.20E-09,26.31578947,1.79,28.84,101.3,2,0.00833,0.007636667,0.073,293,,,,,,1.81E-05,0.0011,0.006415278,0.000243781
2.615630231,0.1016,50.4,883,1.78E-10,39.37007874,0.7112,28.84,4240,3,0.0015,0.11142,0.0305,293,,,,,,1.79E-05,0.032,0.033634,0.000854304
1.265625,0.152,1.2,1015,2.20E-09,26.31578947,1.17,28.84,101.3,2,0.0171,0.105491667,0.073,293,,,,,,1.81E-05,0.0011,0.074752778,0.002840606
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,3.6555,28.84,101.3,3,0.0023,0.04,0.0222,293,,,,,,1.67E-05,0.000586,0.044522,0.001669575
0.16,0.1,1.19,995.2,2.69E-09,40,2,28.84,101.3,2,0.004,0.049568,0.07013048,296,,,,,,1.82E-05,0.000921,0.061031,0.001525775
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.0086117,0.0723,293,,,,,,1.79E-05,0.001,0.013302,0.002095065
2.615630231,0.1016,9.41,883,1.78E-10,39.37007874,0.7112,28.84,790,3,0.0015,0.2417,0.0305,293,,,,,,1.79E-05,0.032,0.028894,0.000733908
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.038846,0.0222,293,,,,,,1.81E-05,0.000586,0.06544,0.0015542
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.022276,0.02626,364,,,,,,2.09E-05,0.0039,0.035294,0.000896468
0.052930057,0.115,1.15,865,5.03E-09,34.7826087,1.096,28.01,101,3,0.001,0.074,0.0283,293,,,,,,1.75E-05,0.00059,0.12346,0.003549475
0.223214286,0.14,1.180052226,997,2.51E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.09875052,0.0713,298,,,,,,1.81E-05,0.00089,0.1386204,0.004851714
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.0036669,0.0723,293,,,,,,1.79E-05,0.001,0.0025606,0.000403295
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.028887,0.029,298,,,,,,1.83E-05,0.026,0.0033711,8.56E-05
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.12302,0.0222,293,,,,,,1.67E-05,0.000586,0.10494,0.00393525
0.099722992,0.095,1.2,789,2.32E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.0081303,0.0221,293,,,,,,1.81E-05,0.001189,0.016155,0.000383681
0.099722992,0.095,1.2,784,4.85E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.073859,0.0231,293,,,,,,1.81E-05,0.000327,0.10055,0.002388062
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.10812848,0.0277,300,,,,,,1.66E-05,0.00054,0.34548706,0.027293478
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,2.07,28.84,101.3,2,0.04,0.014153056,0.073,293,,,,,,1.81E-05,0.0011,0.017206111,0.002580917
2.615630231,0.1016,17.3,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.040851,0.029,298,,,,,,1.81E-05,0.026,0.013088,0.000332435
0.223214286,0.14,1.180052226,997,2.51E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.052732863,0.0713,298,,,,,,1.81E-05,0.00089,0.08497855,0.002974249
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.187,0.029,298,,,,,,1.83E-05,0.026,0.015356,0.000390042
0.4975,0.1,1.200548,795,3.69E-09,40,1.59,28.84,101.3,3,0.0005,0.1761,0.028,293,,,,,,1.83E-05,0.0029,0.0808,0.00202
0.099722992,0.095,1.2,867,3.22E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.021919,0.0286,293,,,,,,1.81E-05,0.000669,0.04367,0.001037162
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.0237,0.0723,293,,,,,,1.79E-05,0.001,0.036322,0.005720715
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.11959268,0.0277,300,,,,,,1.66E-05,0.00054,0.39984566,0.031587807
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.034788,0.029,298,,,,,,1.81E-05,0.026,0.017649,0.000448285
0.052930057,0.115,1.2,1000,2.50E-09,34.7826087,1.37,28.84,101.3,3,0.001,0.060121,0.072,298,,,,,,1.83E-05,0.001,0.156352,0.00449512
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.01,0.014491944,0.073,293,,,,,,1.81E-05,0.0011,0.021014167,0.003152125
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.17065,0.0723,293,,,,,,1.79E-05,0.001,0.13879,0.00346975
0.223214286,0.14,1.180052226,997,2.51E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.07823721,0.0713,298,,,,,,1.81E-05,0.00089,0.11647256,0.00407654
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.080684915,0.0277,300,,,,,,1.66E-05,0.00054,0.24987133,0.019739835
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.011189,0.0723,293,,,,,,1.79E-05,0.001,0.023011,0.002186045
2.703893607,0.316,2.312565151,862,4.90E-09,12.65822785,2.24,28.84,200,8,0.005,0.092291005,0.0277,300,,,,,,1.81E-05,0.00054,0.31162405,0.0246183
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.14928,0.0723,293,,,,,,1.79E-05,0.001,0.15089,0.00377225
0.993366519,0.301,1.2,1015,2.20E-09,13.28903654,1.05,28.84,101.3,2,0.03,0.054113889,0.073,293,,,,,,1.81E-05,0.0011,0.055480556,0.004174912
0.05,0.14,1.2,1000,2.50E-09,28.57142857,0.65,28.84,101.3,3,0.0005,0.01127114,0.0723,298,,,,,,1.81E-05,0.000998,0.023859127,0.000835069
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,1.7931,28.84,101.3,3,0.0023,0.08,0.0222,293,,,,,,1.67E-05,0.000586,0.083826,0.003143475
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.10403,0.0723,293,,,,,,1.79E-05,0.001,0.13238,0.0033095
2.703893607,0.316,2.312565151,862,4.90E-09,12.65822785,2.24,28.84,200,8,0.005,0.12966596,0.0277,300,,,,,,1.81E-05,0.00054,0.43991023,0.034752908
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.12135,0.0723,293,,,,,,1.79E-05,0.001,0.12948,0.0048555
0.099722992,0.095,1.2,785,1.55E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.037869,0.0211,293,,,,,,1.81E-05,0.00242,0.044172,0.001049085
2.615630231,0.1016,1.2,883,1.78E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.13136,0.0305,293,,,,,,1.81E-05,0.032,0.011625,0.000295275
0.099722992,0.095,1.2,1033,2.21E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.015412,0.0322,293,,,,,,1.81E-05,0.001303,0.027007,0.000641416
2.703893607,0.316,2.312565151,862,4.90E-09,12.65822785,2.24,28.84,200,8,0.005,0.09388555,0.0277,300,,,,,,1.81E-05,0.00054,0.29148078,0.023026982
0.099722992,0.095,1.2,785,1.55E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.045201,0.0211,293,,,,,,1.81E-05,0.00242,0.051329,0.001219064
0.16,0.1,1.19,997.45,2.74E-09,40,2,28.84,101.3,2,0.004,0.013665,0.06414,296,,,,,,1.82E-05,0.00089,0.019362,0.00048405
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.00839,0.0723,293,,,,,,1.79E-05,0.001,0.029654,0.001112025
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.047951,0.0275,325,,,,,,1.93E-05,0.011,0.0375,0.0009525
0.052930057,0.115,1.15,810,1.04E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.021,0.0243,293,,,,,,1.75E-05,0.0028,0.028406,0.000816672
2.56,0.1,11.34,890,3.65E-09,40,0.5,28.01,1000,3,0.008,0.06497175,0.0288,298,,,,,,1.80E-05,0.0138,0.05419608,0.001354902
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.115973115,0.0277,300,,,,,,1.66E-05,0.00054,0.3238985,0.025587981
3.630027701,0.19,1.2,998,2.20E-09,21.05263158,2.2,28.84,101.3,2,0.0362,0.091636,0.0723,295,,,,,,1.81E-05,0.000961,0.062787,0.002982382
1.69,0.1,1.22,1010,1.92E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0735,290,,,,,,1.79E-05,0.00102,0.053357,0.001333925
0.111111111,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.02,0.097913889,0.073,293,,,,,,1.81E-05,0.0011,0.097361111,0.014604167
1.69,0.1,1.17,1130,2.30E-09,40,1.3,28.84,101.3,2,0.013,0.22692,0.0759,302,,,,,,1.85E-05,0.000895,0.14729,0.00368225
0.300332843,0.152,1.2,1015,2.20E-09,26.31578947,0.85,28.84,101.3,2,0.00833,0.025140556,0.073,293,,,,,,1.81E-05,0.0011,0.025151944,0.000955774
7.610959782,0.158,3.56,1086,2.04E-09,25.3164557,1.5,28.84,300,7,0.01,0.033291,0.075,293,,,,,,1.79E-05,0.0015,0.050564,0.001997278
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.025607,0.0275,325,,,,,,1.93E-05,0.011,0.020956,0.000532282
0.14,0.2,1.22,1005,1.96E-09,20,6.44,28.84,101.3,4,0.001,0.022984,0.07236,289,,,,,,1.78E-05,0.00115,0.024827,0.00124135
2.703893607,0.316,4.040124128,900,3.10E-09,12.65822785,2.24,28.01,359.76,8,0.005,0.07,0.0289,300,,,,,,1.66E-05,0.00083,0.38857,0.03069703
0.16,0.1,1.19,996.602,2.71E-09,40,2,28.84,101.3,2,0.004,0.05659,0.0711,296,,,,,,1.82E-05,0.000908,0.071313,0.001782825
0.099722992,0.095,1.2,867,3.22E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.037696,0.0286,293,,,,,,1.81E-05,0.000669,0.067151,0.001594836
0.099722992,0.095,1.2,1113,4.66E-10,42.10526316,0.85,28.84,101.3,2,0.003,0.073443,0.0494,293,,,,,,1.81E-05,0.01994,0.012883,0.000305971
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.050662,0.0222,293,,,,,,1.81E-05,0.000586,0.075665,0.001797044
0.177285319,0.19,1.2,1070,1.80E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0984467,0.069,298,,,,,,1.81E-05,0.004365,0.0413248,0.001962928
0.177285319,0.19,1.2,1000,2.50E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.088217,0.0723,298,,,,,,1.81E-05,0.000998,0.054543,0.002590792
2.703893607,0.316,2.340084676,862,4.90E-09,12.65822785,2.24,28.84,202.38,8,0.005,0.1,0.0277,300,,,,,,1.81E-05,0.00054,0.38313,0.03026727
0.16,0.1,1.19,997.45,2.74E-09,40,2,28.84,101.3,2,0.004,0.0776,0.06414,296,,,,,,1.82E-05,0.00089,0.12152,0.003038
2.703893607,0.316,2.246010745,897,4.35E-09,12.65822785,2.24,28.01,200,8,0.005,0.09487284,0.0287,300,,,,,,1.66E-05,0.00059,0.42427278,0.03351755
0.14,0.2,1.22,1005,1.96E-09,20,6.7,28.84,101.3,4,0.001,0.014248,0.07236,289,,,,,,1.78E-05,0.00115,0.015992,0.0007996
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.24299,0.0723,293,,,,,,1.79E-05,0.001,0.13731,0.021626325
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,2.06,28.84,101.3,2,0.01,0.013854167,0.073,293,,,,,,1.81E-05,0.0011,0.019450833,0.002917625
0.14,0.2,1.22,1000,2.09E-09,20,6.72,28.84,101.3,4,0.001,0.0182,0.073,289,,,,,,1.81E-05,0.0011,0.013444,0.0006722
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.033755,0.0222,293,,,,,,1.81E-05,0.000586,0.060123,0.001427921
0.099722992,0.095,1.2,900,3.99E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.06514,0.0235,293,,,,,,1.81E-05,0.000461,0.090579,0.002151251
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.28921,0.0275,325,,,,,,1.93E-05,0.011,0.11305,0.00287147
1.69,0.1,1.17,1040,2.61E-09,40,1.3,28.84,101.3,2,0.013,0.1052,0.0725,302,,,,,,1.85E-05,0.000831,0.068338,0.00170845
0.052930057,0.115,2.34,810,1.04E-09,34.7826087,1.096,28.01,200,3,0.001,0.106,0.0243,293,,,,,,1.75E-05,0.0028,0.13698,0.003938175
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.20334,0.02626,364,,,,,,2.09E-05,0.0039,0.1329,0.00337566
0.111111111,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.02,0.128047222,0.073,293,,,,,,1.81E-05,0.0011,0.123936111,0.018590417
0.052930057,0.115,1.2,1094,1.72E-09,34.7826087,1.37,28.84,101.3,3,0.001,0.070281,0.07384,298,,,,,,1.83E-05,0.00135,0.064095,0.001842731
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.0055425,0.0723,293,,,,,,1.79E-05,0.001,0.018505,0.000462625
0.16,0.1,1.19,996.45,2.72E-09,40,2,28.84,101.3,2,0.004,0.028352,0.05520055,296,,,,,,1.82E-05,0.0009,0.056136,0.0014034
0.052930057,0.115,2.34,865,5.03E-09,34.7826087,1.096,28.01,200,3,0.001,0.106,0.0283,293,,,,,,1.75E-05,0.00059,0.2577,0.007408875
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.061371,0.029,298,,,,,,1.83E-05,0.026,0.0087252,0.00022162
1.69,0.1,1.16,1043,2.48E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0742,297,,,,,,1.82E-05,0.0014,0.06935278,0.00173382
0.14,0.2,1.22,1006.6875,1.96E-09,20,6.6,28.84,101.3,4,0.001,0.019093,0.0712562,289,,,,,,1.78E-05,0.00115,0.021077,0.00105385
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.15176,0.0723,293,,,,,,1.79E-05,0.001,0.13157,0.004933875
0.1,0.162,1.2,1000,2.50E-09,24.69135802,1.66180896,28.84,101.3,4,0.00254,0.049764078,0.0723,298,,,,,,1.81E-05,0.001,0.036479402,0.001477416
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.076743,0.0222,293,,,,,,1.81E-05,0.000586,0.095706,0.002273017
2.703893607,0.316,8.903860396,900,3.10E-09,12.65822785,2.24,28.01,792.86,8,0.005,0.1,0.0289,300,,,,,,1.66E-05,0.00083,0.67715,0.05349485
0.14,0.2,1.22,1000,2.09E-09,20,7,28.84,101.3,4,0.001,0.0075959,0.073,289,,,,,,1.81E-05,0.0011,0.0063967,0.000319835
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.20085,0.029,298,,,,,,1.83E-05,0.026,0.01618,0.000410972
0.4975,0.1,1.200548,862,1.02E-09,40,1.3,28.84,101.3,3,0.0005,0.18855,0.028,293,,,,,,1.79E-05,0.075,0.0133,0.0003325
0.164577778,0.15,1.18,865,4.38E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.055425544,0.0283,293,,,,,,1.72E-05,0.000585,0.07453046,0.002794892
0.099722992,0.095,1.2,1234,2.87E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.079629,0.0387,293,,,,,,1.81E-05,0.00082,0.11945,0.002836937
0.14,0.2,1.22,1005,1.96E-09,20,6.28,28.84,101.3,4,0.001,0.037083,0.07236,289,,,,,,1.78E-05,0.00115,0.036642,0.0018321
0.16,0.1,1.19,996.45,2.72E-09,40,2,28.84,101.3,2,0.004,0.021178,0.05520055,296,,,,,,1.82E-05,0.0009,0.034191,0.000854775
0.4975,0.1,1.200548,795,3.69E-09,40,1.59,28.84,101.3,3,0.0005,0.14976,0.028,293,,,,,,1.83E-05,0.0029,0.07398,0.0018495
0.099722992,0.095,1.2,1022,1.10E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.06693,0.0435,293,,,,,,1.81E-05,0.0044,0.050509,0.001199589
0.099722992,0.095,1.2,867,3.22E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.048085,0.0286,293,,,,,,1.81E-05,0.000669,0.078973,0.001875609
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.13557,0.029,298,,,,,,1.83E-05,0.026,0.010487,0.00026637
0.052930057,0.115,5.76,810,1.04E-09,34.7826087,1.096,28.01,500,3,0.001,0.053,0.0243,293,,,,,,1.75E-05,0.0028,0.0958,0.00275425
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.2539,0.0723,293,,,,,,1.79E-05,0.001,0.13272,0.0126084
0.164577778,0.15,1.18,714,3.60E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.039149,0.0204,293,,,,,,1.70E-05,0.00047,0.056354,0.002113275
0.052930057,0.115,5.5,1000,2.50E-09,34.7826087,1.37,28.84,471,3,0.001,0.0401684,0.072,298,,,,,,1.83E-05,0.001,0.293996,0.008452385
0.223214286,0.14,1.180052226,997,2.52E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.05400666,0.0556,298,,,,,,1.81E-05,0.000884,0.050825905,0.001778907
0.052930057,0.115,1.2,1000,2.50E-09,34.7826087,1.37,28.84,101.3,3,0.001,0.0802013,0.072,298,,,,,,1.83E-05,0.001,0.232898,0.006695817
0.099722992,0.095,1.2,896,1.50E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.060658,0.0315,293,,,,,,1.81E-05,0.00256,0.066674,0.001583507
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.04,0.0321,0.073,293,,,,,,1.81E-05,0.0011,0.052375,0.00785625
0.241763336,0.301,1.2,1015,2.20E-09,13.28903654,0.99,28.84,101.3,2,0.0148,0.068275,0.073,293,,,,,,1.81E-05,0.0011,0.089113889,0.00670582
0.16,0.1,1.19,996.45,2.72E-09,40,2,28.84,101.3,2,0.004,0.035411,0.05520055,296,,,,,,1.82E-05,0.0009,0.068315,0.001707875
0.14,0.2,1.22,1005,1.96E-09,20,6.76,28.84,101.3,4,0.001,0.011952,0.07236,289,,,,,,1.78E-05,0.00115,0.013996,0.0006998
0.177285319,0.19,1.2,1178,8.10E-10,21.05263158,1.7,28.84,101.3,7,0.001,0.0218539,0.066,298,,,,,,1.81E-05,0.01368,0.0128673,0.000611197
0.14,0.2,1.22,1006.6875,1.96E-09,20,6.3,28.84,101.3,4,0.001,0.033633,0.0712562,289,,,,,,1.78E-05,0.00115,0.034103,0.00170515
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.34972,0.029,298,,,,,,1.83E-05,0.026,0.026816,0.000681126
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.29054,0.0723,293,,,,,,1.79E-05,0.001,0.15526,0.02445345
7.610959782,0.158,1.18,1086,2.04E-09,25.3164557,1.5,28.84,101.3,7,0.01,0.14373,0.075,293,,,,,,1.81E-05,0.0015,0.15906,0.00628287
1.69,0.1,1.16,1240,1.32E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0781,302,,,,,,1.86E-05,0.00208,0.06458894,0.001614724
1.69,0.1,1.17,1068.635,2.30E-09,40,1.3,28.84,101.3,2,0.013,0.16025,0.07358,302,,,,,,1.85E-05,0.0008514,0.10073,0.00251825
0.052930057,0.115,2.34,789.45,2.10E-09,34.7826087,1.096,28.01,200,3,0.001,0.011,0.022564,293,,,,,,1.75E-05,0.00122,0.021544,0.00061939
0.1,0.162,1.2,1000,2.50E-09,24.69135802,1.20331008,28.84,101.3,4,0.00254,0.44864723,0.0723,298,,,,,,1.81E-05,0.001,0.18298975,0.007411085
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.23238153,0.029,298,,,,,,1.81E-05,0.026,0.036157273,0.000918395
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,2.06,28.84,101.3,2,0.01,0.014815,0.073,293,,,,,,1.81E-05,0.0011,0.020546111,0.003081917
0.81,0.1,1.2,998,2.20E-09,40,1.3,28.84,101.3,2,0.009,0.14747,0.0723,295,,,,,,1.81E-05,0.000961,0.081536,0.0020384
1.69,0.1,1.17,1120,1.90E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.074,303,,,,,,1.86E-05,0.0015,0.06945384,0.001736346
0.075577757,0.1455,1.2,1130,1.66E-09,27.49140893,1.1,28.84,101.3,3,0.004,0.085507,0.071,303,,,,,,1.81E-05,0.0025425,0.050616,0.001841157
0.052930057,0.115,1.15,810,1.04E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.032,0.0243,293,,,,,,1.75E-05,0.0028,0.041201,0.001184529
0.164577778,0.15,1.18,865,4.38E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.07464573,0.0283,293,,,,,,1.72E-05,0.000585,0.09144312,0.003429117
0.052930057,0.115,1.2,1094,1.72E-09,34.7826087,1.37,28.84,101.3,3,0.001,0.079974,0.07384,298,,,,,,1.83E-05,0.00135,0.078338,0.002252217
0.223214286,0.14,1.180052226,996,2.51E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.02039317,0.0685,298,,,,,,1.81E-05,0.000891,0.029932806,0.001047648
7.610959782,0.158,1.18,1086,2.04E-09,25.3164557,1.5,28.84,101.3,7,0.01,0.028542,0.075,293,,,,,,1.81E-05,0.0015,0.034924,0.001379498
0.099722992,0.095,1.2,1593,2.59E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.072727,0.0261,293,,,,,,1.81E-05,0.000984,0.086834,0.002062307
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.06707169,0.029,298,,,,,,1.81E-05,0.026,0.014390954,0.00036553
2.703893607,0.316,2.246010745,898,3.56E-09,12.65822785,2.24,28.01,200,8,0.005,0.1299822,0.0288,300,,,,,,1.66E-05,0.00072,0.64434934,0.050903598
0.099722992,0.095,1.2,900,3.99E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.072745,0.0235,293,,,,,,1.81E-05,0.000461,0.098704,0.00234422
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.084902,0.0222,293,,,,,,1.81E-05,0.000586,0.097955,0.002326431
0.070644044,0.152,1.2,1015,2.20E-09,26.31578947,1.23,28.84,101.3,2,0.00404,0.065888889,0.073,293,,,,,,1.81E-05,0.0011,0.059688889,0.002268178
0.099722992,0.095,1.2,789,2.32E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.023792,0.0221,293,,,,,,1.81E-05,0.001189,0.042127,0.001000516
0.241763336,0.301,1.2,1015,2.20E-09,13.28903654,0.96,28.84,101.3,2,0.0148,0.093988889,0.073,293,,,,,,1.81E-05,0.0011,0.096147222,0.007235078
0.05,0.14,1.2,1000,2.50E-09,28.57142857,0.65,28.84,101.3,3,0.0005,0.009080526,0.0723,298,,,,,,1.81E-05,0.000998,0.017936508,0.000627778
7.610959782,0.158,1.18,1086,2.04E-09,25.3164557,1.5,28.84,101.3,7,0.01,0.087388,0.075,293,,,,,,1.81E-05,0.0015,0.096669,0.003818425
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,3.5,28.84,101.3,2,0.04,0.122222222,0.073,293,,,,,,1.81E-05,0.0011,0.124722222,0.018708333
2.703893607,0.316,7.488317216,862,4.90E-09,12.65822785,2.24,28.84,647.62,8,0.005,0.1,0.0277,300,,,,,,1.81E-05,0.00054,0.56275,0.04445725
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,2.07,28.84,101.3,2,0.04,0.066233333,0.073,293,,,,,,1.81E-05,0.0011,0.072458333,0.01086875
