%FA,Column diameter(m),Density of Gas (kg/m3),Density of Liquid (kg/m3),Diffusivity (m2/s),Interfacial Area (m2/m3),Liquid height (m),Molecular Weight of gas (kg/kmol),Pressure (kPa),Sparger Encode,Sparger hole diameter (m),Superficial gas velocity (m/s),Surface Tension of Liquid (N/m),Temperature (K),Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Viscosity of Gas (Pa.s),Viscosity of Liquid (Pa.s),Volumetric Mass Transfer Coefficient (1/s),k_L (m/s)
0.020204082,0.14,1.2,1005,,10.91791029,0.32,28.84,101.325,,0.0003,0.001087176,0.07194,298,,,,,,1.81E-05,0.00102,,
0.155273586,0.162,1.2,1000,,237.93599,1.355799392,28.84,101.325,,0.0005,0.081,0.072,298,,,,,,1.81E-05,0.001,,
0.186719264,0.156,38.611,1068,,73.845,0.587629664,28.4933,3600,,0.0004,0.01,0.065,298,,,,,,1.70E-05,0.0047,,
0.489,0.3,1.200548,1086,,66.829,3.65,28.84,101.325,,0.001,0.011,0.075,293,,,,,,1.81E-05,0.0015,,
0.489,0.3,1.200548,1086,,231.99,3.65,28.84,101.325,,0.001,0.058,0.075,293,,,,,,1.81E-05,0.0015,,
9.68877551,0.14,1.200548,1000,,342.8728287,0.56,28.84,101.325,,0.003,0.054275316,0.072,298,,,,,,1.81E-05,0.001,,
0.164577778,0.15,1.200548,714,,236.9884959,4.3,28.84,101.325,,0.0023,0.017186053,0.0204,293,,,,,,1.81E-05,0.00047,,
2.56,0.1,10.11665238,865,,102.4963504,0.5,28,1000,,0.008,0.026,0.020120782,332,,,,,,1.77E-05,0.00939,,
2.56,0.1,2.4408,890,,118.150289,0.5,2,3000,,0.008,0.026,0.0288,298,,,,,,8.40E-06,0.0138,,
0.008975069,0.095,1.200548,1070,,36.272,0.974958895,28.84,101.325,,0.0009,0.007,0.072,301,,,,,,1.81E-05,0.00099,,
2.56,0.1,7.968687167,800,,123.8686131,0.5,28,1000,,0.008,0.026,0.0078,423,,,,,,2.29E-05,0.00304,,
0.489,0.3,1.200548,1086,,308.83,3.65,28.84,101.325,,0.001,0.097,0.075,293,,,,,,1.81E-05,0.0015,,
9.68877551,0.14,1.200548,1000,,453.6068076,1.008,28.84,101.325,,0.003,0.108365487,0.072,298,,,,,,1.81E-05,0.001,,
1.401,0.3,1.200548,1086,,128.277,3.65,28.84,101.325,,0.001,0.02,0.038,293,,,,,,1.81E-05,0.0015,,
0.05,0.14,1.2,1000,,45.38243626,0.32,28.84,101.325,,0.0005,0.009435402,0.072,298,,,,,,1.98E-05,0.001,,
0.020204082,0.14,1.2,1000,,58.288815,0.32,28.84,101.325,,0.0003,0.011,0.072,298,,,,,,1.81E-05,0.001,,
0.054717691,0.0855,1.76,1023,,262.43607,0.437923114,28.48,150,,0.0005,0.08,0.064,298,,,,,,1.50E-05,0.0015,,
0.008975069,0.095,1.200548,1070,,257.68,0.780385053,28.84,101.325,,0.0009,0.06,0.072,301,,,,,,1.81E-05,0.00099,,
0.008975069,0.095,1.200548,1070,,241.06,0.796815257,28.84,101.325,,0.0009,0.054,0.072,301,,,,,,1.81E-05,0.00099,,
7.610959782,0.158,1.200548,1086,,152.0128597,1.5,28.84,100,,0.01,0.028,0.075,293,,,,,,1.81E-05,0.0015,,
0.020204082,0.14,1.2,1000,,53.40911994,0.32,28.84,101.325,,0.0003,0.009543287,0.072,298,,,,,,1.81E-05,0.001,,
0.489,0.3,1.200548,1086,,418.3,3.65,28.84,101.325,,0.001,0.289,0.075,293,,,,,,1.81E-05,0.0015,,
0.008975069,0.095,1.200548,1070,,60.453,0.954847175,28.84,101.325,,0.0009,0.012,0.072,301,,,,,,1.81E-05,0.00099,,
0.186719264,0.156,12.2585534,1045,,57.672,0.601350593,28.4933,1100,,0.0004,0.01,0.065,298,,,,,,1.70E-05,0.0026,,
0.489,0.3,1.200548,1086,,123.86,3.65,28.84,101.325,,0.001,0.039,0.075,293,,,,,,1.81E-05,0.0015,,
2.703893607,0.316,0.081,783,,571.2609429,2.2584,2.0158,328,,0.005,0.135,0.027,298,,,,,,8.95E-06,0.0027,,
0.020204082,0.14,1.2,1005,,74.78758719,0.32,28.84,101.325,,0.0003,0.009854492,0.07194,298,,,,,,1.81E-05,0.00102,,
1.401,0.3,1.200548,1086,,198.75,3.65,28.84,101.325,,0.001,0.039,0.075,293,,,,,,1.81E-05,0.0015,,
0.008975069,0.095,1.200548,1070,,194.96,0.837866471,28.84,101.325,,0.0009,0.042,0.072,301,,,,,,1.81E-05,0.00099,,
9.68877551,0.14,1.200548,1000,,413.8329585,0.84,28.84,101.325,,0.003,0.075917317,0.072,298,,,,,,1.81E-05,0.001,,
0.020204082,0.14,1.2,995,,20.959442,0.32,28.84,101.325,,0.0003,0.002,0.04046,298,,,,,,1.81E-05,0.00182,,
2.56,0.1,17.75932243,890,,99.0912194,0.5,44,1000,,0.008,0.026,0.0288,298,,,,,,2.05E-05,0.0138,,
0.489,0.3,1.200548,1086,,424.17,3.65,28.84,101.325,,0.001,0.253,0.075,293,,,,,,1.81E-05,0.0015,,
0.164577778,0.15,1.200548,865,,192.3,4.3,28.84,101.325,,0.0023,0.016,0.028,293,,,,,,1.81E-05,0.000585,,
0.164577778,0.15,1.200548,865,,416.78,4.3,28.84,101.325,,0.0023,0.132,0.028,293,,,,,,1.81E-05,0.000585,,
0.186719264,0.156,28.3315,1045,,96.856,0.575999139,28.4933,2600,,0.0004,0.021,0.065,298,,,,,,1.70E-05,0.0026,,
0.489,0.3,1.200548,1086,,528.73,3.65,28.84,101.325,,0.001,0.397,0.075,293,,,,,,1.81E-05,0.0015,,
0.489,0.3,1.200548,1086,,52.948,3.65,28.84,101.325,,0.001,0.011,0.075,293,,,,,,1.81E-05,0.0015,,
0.020204082,0.14,1.2,1005,,81.52642409,0.32,28.84,101.325,,0.0003,0.010867706,0.07194,298,,,,,,1.81E-05,0.00102,,
0.186719264,0.156,67.067117,1090,,101.11,0.56929066,28.4933,6600,,0.0004,0.01,0.065,298,,,,,,1.70E-05,0.0096,,
1.401,0.3,1.200548,1086,,367.81,3.65,28.84,101.325,,0.001,0.1,0.075,293,,,,,,1.81E-05,0.0015,,
2.56,0.1,0.6131,825,,123.7777778,0.5,2,1000,,0.008,0.026,0.006711985,387,,,,,,1.06E-05,0.002601614,,
2.56,0.1,22.61995211,890,,155.620438,0.5,28,2000,,0.008,0.026,0.0288,298,,,,,,1.71E-05,0.0138,,
1.401,0.3,1.200548,1086,,413.329,3.65,28.84,101.325,,0.001,0.24,0.038,293,,,,,,1.81E-05,0.0015,,
0.186719264,0.156,28.3315,1045,,143.48,0.530043911,28.4933,2600,,0.0004,0.025,0.065,298,,,,,,1.70E-05,0.0026,,
0.054717691,0.0855,6.962241658,1023,,77.1331,0.49880765,28.48,592,,0.0005,0.01,0.064,298,,,,,,1.50E-05,0.0015,,
0.020204082,0.14,1.2,1000,,98.82983,0.32,28.84,101.325,,0.0003,0.018,0.072,303,,,,,,1.81E-05,0.001,,
0.008975069,0.095,1.200548,1070,,269.77,0.770116984,28.84,101.325,,0.0009,0.064,0.072,301,,,,,,1.81E-05,0.00099,,
0.37244898,0.14,1.18,1080,,26.06896552,2.7,28.84,101.325,,0.001,0.006951724,0.073,298,,,,,,1.81E-05,0.001,,
0.008975069,0.095,1.200548,1070,,24.937,0.982347303,28.84,101.325,,0.0009,0.005,0.072,301,,,,,,1.81E-05,0.00099,,
0.37244898,0.14,1.18,1080,,180.5517241,2.7,28.84,101.325,,0.001,0.059621485,0.073,298,,,,,,1.81E-05,0.001,,
1.401,0.3,1.200548,1086,,320.026,3.65,28.84,101.325,,0.001,0.173,0.038,293,,,,,,1.81E-05,0.0015,,
0.054717691,0.0855,8.720383067,1023,,290.1024,0.276462662,28.48,742,,0.0005,0.05,0.064,298,,,,,,1.50E-05,0.0015,,
0.008975069,0.095,1.200548,1070,,78.589,0.942124404,28.84,101.325,,0.0009,0.015,0.072,301,,,,,,1.81E-05,0.00099,,
0.186719264,0.156,38.611,1045,,94.729,0.570555023,28.4933,3600,,0.0004,0.021,0.065,298,,,,,,1.70E-05,0.0026,,
0.154336735,0.14,1.200548,1000,,108.6642599,0.72,28.84,101.325,,0.0055,0.054104803,0.072,298,,,,,,1.81E-05,0.001,,
0.489,0.3,1.200548,1086,,350.95,3.65,28.84,101.325,,0.001,0.236,0.075,293,,,,,,1.81E-05,0.0015,,
2.703893607,0.316,0.081,783,,696.8919817,2.2584,2.0158,700,,0.005,0.135,0.027,298,,,,,,8.95E-06,0.0027,,
1.401,0.3,1.200548,1086,,516.24,3.65,28.84,101.325,,0.001,0.253,0.075,293,,,,,,1.81E-05,0.0015,,
0.489,0.3,1.200548,1086,,215.443,3.65,28.84,101.325,,0.001,0.078,0.038,293,,,,,,1.81E-05,0.0015,,
0.536989796,0.14,1.18,1080,,335.3181089,2.7,28.84,101.325,,0.0005,0.120881008,0.073,298,,,,,,1.81E-05,0.001,,
0.186719264,0.156,12.2585534,1068,,52.937,0.591139785,28.4933,1100,,0.0004,0.011,0.065,298,,,,,,1.70E-05,0.0047,,
2.56,0.1,33.92066103,890,,150.6569343,0.5,28,3000,,0.008,0.026,0.0288,298,,,,,,1.71E-05,0.0138,,
0.008975069,0.095,1.18,1080,,90.25423729,0.85,28,101.325,,0.0009,0.017989584,0.075,298,,,,,,1.81E-05,0.00126,,
0.164577778,0.15,1.200548,865,,329.97,4.3,28.84,101.325,,0.0023,0.048,0.028,293,,,,,,1.81E-05,0.000585,,
0.37244898,0.14,1.18,1080,,36.68965517,2.7,28.84,101.325,,0.001,0.010232626,0.073,298,,,,,,1.81E-05,0.001,,
0.164577778,0.15,1.200548,714,,478.8780924,4.3,28.84,101.325,,0.0023,0.052938004,0.0204,293,,,,,,1.81E-05,0.00047,,
0.020204082,0.14,1.2,995,,69.22837,0.32,28.84,101.325,,0.0003,0.009,0.04046,298,,,,,,1.81E-05,0.00182,,
0.186719264,0.156,17.701135,1090,,94.294,0.538551102,28.4933,1600,,0.0004,0.04,0.065,298,,,,,,1.70E-05,0.0096,,
1.401,0.3,1.200548,1086,,588.9,3.65,28.84,101.325,,0.001,0.297,0.075,293,,,,,,1.81E-05,0.0015,,
0.008975069,0.095,1.200548,1070,,134.51,0.897792333,28.84,101.325,,0.0009,0.027,0.072,301,,,,,,1.81E-05,0.00099,,
0.008975069,0.095,1.200548,1070,,84.635,0.935146372,28.84,101.325,,0.0009,0.017,0.072,301,,,,,,1.81E-05,0.00099,,
0.489,0.3,1.200548,1086,,146.7,3.65,28.84,101.325,,0.001,0.058,0.075,293,,,,,,1.81E-05,0.0015,,
0.05,0.14,1.2,1000,,55.53829,0.32,28.84,101.325,,0.0005,0.013,0.072,298,,,,,,1.98E-05,0.001,,
0.020204082,0.14,1.2,1005,,67.24666222,0.32,28.84,101.325,,0.0003,0.008709132,0.07194,298,,,,,,1.81E-05,0.00102,,
0.536989796,0.14,1.18,1080,,227.1732468,2.7,28.84,101.325,,0.0005,0.047233639,0.073,298,,,,,,1.81E-05,0.001,,
1.401,0.3,1.200548,1086,,374.25,3.65,28.84,101.325,,0.001,0.183,0.075,293,,,,,,1.81E-05,0.0015,,
0.020204082,0.14,1.2,1000,,16.120258,0.32,28.84,101.325,,0.0003,0.002,0.072,293,,,,,,1.81E-05,0.001,,
1.401,0.3,1.200548,1086,,479.7,3.65,28.84,101.325,,0.001,0.221,0.075,293,,,,,,1.81E-05,0.0015,,
9.68877551,0.14,1.200548,1000,,329.7805431,1.008,28.84,101.325,,0.003,0.054138907,0.072,298,,,,,,1.81E-05,0.001,,
9.68877551,0.14,1.200548,1000,,480.034096,0.56,28.84,101.325,,0.003,0.097424765,0.072,298,,,,,,1.81E-05,0.001,,
0.020204082,0.14,1.2,1000,,21.515278,0.32,28.84,101.325,,0.0003,0.003,0.072,293,,,,,,1.81E-05,0.001,,
0.164577778,0.15,1.200548,790,,156.27,4.3,28.84,101.325,,0.0023,0.017,0.022,293,,,,,,1.81E-05,0.000586,,
0.536989796,0.14,1.18,1080,,174.9807469,2.7,28.84,101.325,,0.0005,0.036084895,0.073,298,,,,,,1.81E-05,0.001,,
0.054717691,0.0855,3.551446218,1023,,258.70306,0.410557437,28.48,302,,0.0005,0.04,0.064,298,,,,,,1.50E-05,0.0015,,
0.186719264,0.156,28.3315,1045,,65.295,0.594553032,28.4933,2600,,0.0004,0.01,0.065,298,,,,,,1.70E-05,0.0026,,
0.054717691,0.0855,3.445957665,1023,,309.8976,0.267852516,28.48,293,,0.0005,0.09,0.064,298,,,,,,1.50E-05,0.0015,,
0.054717691,0.0855,3.52,1023,,311.44308,0.269067876,28.48,300,,0.0005,0.09,0.064,298,,,,,,1.50E-05,0.0015,,
0.008975069,0.095,1.200548,1070,,275.06,0.764367925,28.84,101.325,,0.0009,0.066,0.072,301,,,,,,1.81E-05,0.00099,,
0.489,0.3,1.200548,1086,,357.8,3.65,28.84,101.325,,0.001,0.138,0.075,293,,,,,,1.81E-05,0.0015,,
19.625,0.2,1.200548,1003,,2939.849624,4.5,28.84,101.325,,0.0025,0.036530973,0.072,296,,,,,,1.81E-05,0.001,,
0.020204082,0.14,1.2,1000,,33.52928575,0.32,28.84,101.325,,0.0003,0.005374112,0.072,298,,,,,,1.81E-05,0.001,,
0.351,0.3,1.200548,998,,248.12,8.8,28.84,101.325,,0.001,0.1,0.072,293,,,,,,1.81E-05,0.001,,
0.186719264,0.156,38.611,1045,,67.858,0.599940215,28.4933,3600,,0.0004,0.011,0.065,298,,,,,,1.70E-05,0.0026,,
0.054717691,0.0855,9.212663019,1023,,292.15018,0.306748087,28.48,784,,0.0005,0.04,0.064,298,,,,,,1.50E-05,0.0015,,
2.56,0.1,26.62180829,890,,156.5241676,0.5,44,1500,,0.008,0.026,0.0288,298,,,,,,2.05E-05,0.0138,,
0.054717691,0.0855,6.856752401,1023,,211.6041,0.421767587,28.48,583,,0.0005,0.03,0.064,298,,,,,,1.50E-05,0.0015,,
0.489,0.3,1.200548,1086,,186.686,3.65,28.84,101.325,,0.001,0.028,0.038,293,,,,,,1.81E-05,0.0015,,
0.489,0.3,1.200548,1086,,645.46,3.65,28.84,101.325,,0.001,0.76,0.075,293,,,,,,1.81E-05,0.0015,,
0.154336735,0.14,1.200548,1000,,339.8916968,0.72,28.84,101.325,,0.0055,0.097467249,0.072,298,,,,,,1.81E-05,0.001,,
0.351,0.3,1.200548,998,,245.78,8.8,28.84,101.325,,0.001,0.09,0.072,293,,,,,,1.81E-05,0.001,,
0.054717691,0.0855,1.652653209,1023,,196.58704,0.455466179,28.48,140,,0.0005,0.03,0.064,298,,,,,,1.50E-05,0.0015,,
0.489,0.3,1.200548,1086,,572.77,3.65,28.84,101.325,,0.001,0.394,0.075,293,,,,,,1.81E-05,0.0015,,
0.05,0.14,1.2,1000,,59.921223,0.32,28.84,101.325,,0.0005,0.014,0.072,298,,,,,,1.98E-05,0.001,,
0.008975069,0.095,1.200548,1070,,12.091,0.987276689,28.84,101.325,,0.0009,0.003,0.072,301,,,,,,1.81E-05,0.00099,,
0.489,0.3,1.200548,1086,,421.94,3.65,28.84,101.325,,0.001,0.388,0.075,293,,,,,,1.81E-05,0.0015,,
1.401,0.3,1.200548,1086,,223.73,3.65,28.84,101.325,,0.001,0.06,0.075,293,,,,,,1.81E-05,0.0015,,
0.536989796,0.14,1.18,1080,,293.8936127,2.7,28.84,101.325,,0.0005,0.076180532,0.073,298,,,,,,1.81E-05,0.001,,
0.351,0.3,1.200548,998,,212.48,8.8,28.84,101.325,,0.001,0.04,0.072,293,,,,,,1.81E-05,0.001,,
0.186719264,0.156,12.2585534,1068,,99.372,0.566365591,28.4933,1100,,0.0004,0.04,0.065,298,,,,,,1.70E-05,0.0047,,
0.489,0.3,1.200548,1086,,204.697,3.65,28.84,101.325,,0.001,0.08,0.038,293,,,,,,1.81E-05,0.0015,,
1.401,0.3,1.200548,1086,,267.05,3.65,28.84,101.325,,0.001,0.1,0.075,293,,,,,,1.81E-05,0.0015,,
1.401,0.3,1.200548,1086,,471.53,3.65,28.84,101.325,,0.001,0.594,0.075,293,,,,,,1.81E-05,0.0015,,
0.351,0.3,1.200548,998,,262.66,8.8,28.84,101.325,,0.001,0.07,0.072,293,,,,,,1.81E-05,0.001,,
1.401,0.3,1.200548,1086,,181.041,3.65,28.84,101.325,,0.001,0.079,0.038,293,,,,,,1.81E-05,0.0015,,
0.008975069,0.095,1.200548,1070,,222.92,0.81364666,28.84,101.325,,0.0009,0.049,0.072,301,,,,,,1.81E-05,0.00099,,
0.351,0.3,1.200548,998,,250,8.8,28.84,101.325,,0.001,0.06,0.072,293,,,,,,1.81E-05,0.001,,
9.68877551,0.14,1.200548,1000,,229.0528729,1.008,28.84,101.325,,0.003,0.032757273,0.072,298,,,,,,1.81E-05,0.001,,
0.008975069,0.095,1.200548,1070,,298.49,0.747106166,28.84,101.325,,0.0009,0.074,0.072,301,,,,,,1.81E-05,0.00099,,
0.164577778,0.15,1.200548,790,,217.89,4.3,28.84,101.325,,0.0023,0.086,0.022,293,,,,,,1.81E-05,0.000586,,
0.020204082,0.14,1.2,1000,,54.512302,0.32,28.84,101.325,,0.0003,0.011,0.072,293,,,,,,1.81E-05,0.001,,
2.703893607,0.316,0.081,783,,637.259835,2.2584,2.0158,808,,0.005,0.135,0.027,298,,,,,,8.95E-06,0.0027,,
0.054717691,0.0855,7.032567047,1023,,159.04437,0.461541435,28.48,600,,0.0005,0.02,0.064,298,,,,,,1.50E-05,0.0015,,
0.351,0.3,1.200548,998,,264.54,8.8,28.84,101.325,,0.001,0.079,0.072,293,,,,,,1.81E-05,0.001,,
0.020204082,0.14,1.2,1015,,92.194466,0.32,28.84,101.325,,0.0003,0.011,0.07193,298,,,,,,1.81E-05,0.0033,,
0.164577778,0.15,1.200548,865,,430.36,4.3,28.84,101.325,,0.0023,0.113,0.028,293,,,,,,1.81E-05,0.000585,,
0.536989796,0.14,1.18,1080,,50.16266935,2.7,28.84,101.325,,0.0005,0.011956197,0.073,298,,,,,,1.81E-05,0.001,,
0.186719264,0.156,17.701135,1090,,79.865,0.587400857,28.4933,1600,,0.0004,0.01,0.065,298,,,,,,1.70E-05,0.0096,,
0.008975069,0.095,1.200548,1070,,71.788,0.945406881,28.84,101.325,,0.0009,0.014,0.072,301,,,,,,1.81E-05,0.00099,,
0.489,0.3,1.200548,1086,,346.146,3.65,28.84,101.325,,0.001,0.235,0.038,293,,,,,,1.81E-05,0.0015,,
0.489,0.3,1.200548,1086,,230.655,3.65,28.84,101.325,,0.001,0.04,0.038,293,,,,,,1.81E-05,0.0015,,
0.054717691,0.0855,1.547164774,1023,,240.27304,0.408737283,28.48,131,,0.0005,0.07,0.064,298,,,,,,1.50E-05,0.0015,,
0.020204082,0.14,1.2,1000,,26.55314,0.32,28.84,101.325,,0.0003,0.003,0.072,303,,,,,,1.81E-05,0.001,,
0.489,0.3,1.200548,1086,,79.794,3.65,28.84,101.325,,0.001,0.02,0.075,293,,,,,,1.81E-05,0.0015,,
0.186719264,0.156,38.611,1090,,96.258,0.558099415,28.4933,3600,,0.0004,0.03,0.065,298,,,,,,1.70E-05,0.0096,,
0.489,0.3,1.200548,1086,,93.654,3.65,28.84,101.325,,0.001,0.02,0.075,293,,,,,,1.81E-05,0.0015,,
0.489,0.3,1.200548,1086,,187.52,3.65,28.84,101.325,,0.001,0.04,0.075,293,,,,,,1.81E-05,0.0015,,
0.05,0.14,1.2,1000,,56.77053824,0.32,28.84,101.325,,0.0005,0.014852307,0.072,293,,,,,,1.98E-05,0.001,,
5.05785124,0.1397,1.1438958,997,,415.4855643,1.2607,28,101.325,,0.00381,0.314,0.072,298,,,,,,1.80E-05,0.00089,,
0.020204082,0.14,1.2,995,,53.710484,0.32,28.84,101.325,,0.0003,0.006,0.04046,298,,,,,,1.81E-05,0.00182,,
0.05,0.14,1.2,1000,,53.71104816,0.32,28.84,101.325,,0.0005,0.012633611,0.072,293,,,,,,1.98E-05,0.001,,
0.489,0.3,1.200548,1086,,117.791,3.65,28.84,101.325,,0.001,0.02,0.038,293,,,,,,1.81E-05,0.0015,,
0.155273586,0.162,1.2,1000,,352.52,1.081119171,28.84,101.325,,0.0005,0.6,0.072,298,,,,,,1.81E-05,0.001,,
0.164577778,0.15,1.200548,998,,190.48,4.3,28.84,101.325,,0.0023,0.063,0.073,293,,,,,,1.81E-05,0.001007,,
0.008975069,0.095,1.200548,1070,,42.317,0.969215235,28.84,101.325,,0.0009,0.008,0.072,301,,,,,,1.81E-05,0.00099,,
0.186719264,0.156,38.611,1068,,95.963,0.54490418,28.4933,3600,,0.0004,0.031,0.065,298,,,,,,1.70E-05,0.0047,,
7.610959782,0.158,1.200548,1086,,224.1437843,1.5,28.84,100,,0.01,0.04,0.075,293,,,,,,1.81E-05,0.0015,,
0.054717691,0.0855,12.93992318,1023,,148.80547,0.450512998,28.48,1101,,0.0005,0.02,0.064,298,,,,,,1.50E-05,0.0015,,
0.186719264,0.156,12.2585534,1045,,105.02,0.534338699,28.4933,1100,,0.0004,0.05,0.065,298,,,,,,1.70E-05,0.0026,,
0.37244898,0.14,1.18,1080,,115.862069,2.7,28.84,101.325,,0.001,0.035511936,0.073,298,,,,,,1.81E-05,0.001,,
0.37244898,0.14,1.18,1080,,280,2.7,28.84,101.325,,0.001,0.1155,0.073,298,,,,,,1.81E-05,0.001,,
0.054717691,0.0855,1.652653209,1023,,65.52901,0.510402425,28.48,140,,0.0005,0.01,0.064,298,,,,,,1.50E-05,0.0015,,
0.489,0.3,1.200548,1086,,565.51,3.65,28.84,101.325,,0.001,0.577,0.075,293,,,,,,1.81E-05,0.0015,,
1.401,0.3,1.200548,1086,,57.518,3.65,28.84,101.325,,0.001,0.02,0.075,293,,,,,,1.81E-05,0.0015,,
0.186719264,0.156,12.2585534,1045,,92.396,0.559156518,28.4933,1100,,0.0004,0.04,0.065,298,,,,,,1.70E-05,0.0026,,
1.401,0.3,1.200548,1086,,58.5339,3.65,28.84,101.325,,0.001,0.011,0.038,293,,,,,,1.81E-05,0.0015,,
0.536989796,0.14,1.18,1080,,342.2052306,2.7,28.84,101.325,,0.0005,0.102084447,0.073,298,,,,,,1.81E-05,0.001,,
0.164577778,0.15,1.200548,790,,299.21,4.3,28.84,101.325,,0.0023,0.179,0.022,293,,,,,,1.81E-05,0.000586,,
0.020204082,0.14,1.2,1000,,64.01989,0.32,28.84,101.325,,0.0003,0.013,0.072,293,,,,,,1.81E-05,0.001,,
0.489,0.3,1.200548,1086,,90.312,3.65,28.84,101.325,,0.001,0.02,0.075,293,,,,,,1.81E-05,0.0015,,
0.05,0.14,1.2,1000,,33.085777,0.32,28.84,101.325,,0.0005,0.007,0.072,298,,,,,,1.98E-08,0.001,,
0.05,0.14,1.2,1000,,23.96600567,0.32,28.84,101.325,,0.0005,0.007194846,0.072,293,,,,,,1.98E-05,0.001,,
1.401,0.3,1.200548,1086,,86.0627,3.65,28.84,101.325,,0.001,0.011,0.038,293,,,,,,1.81E-05,0.0015,,
0.155273586,0.162,1.2,1000,,232.01,1.378484448,28.84,101.325,,0.0005,0.139,0.072,298,,,,,,1.81E-05,0.001,,
1.401,0.3,1.200548,1086,,481.52,3.65,28.84,101.325,,0.001,0.496,0.075,293,,,,,,1.81E-05,0.0015,,
1.401,0.3,1.200548,1086,,222.92,3.65,28.84,101.325,,0.001,0.095,0.038,293,,,,,,1.81E-05,0.0015,,
0.054717691,0.0855,12.86959779,1023,,80.546074,0.50039915,28.48,1095,,0.0005,0.01,0.064,298,,,,,,1.50E-05,0.0015,,
0.05,0.14,1.2,1000,,33.14447592,0.32,28.84,101.325,,0.0005,0.007192872,0.072,298,,,,,,1.98E-05,0.001,,
0.020204082,0.14,1.2,1015,,58.86751,0.32,28.84,101.325,,0.0003,0.007,0.07193,298,,,,,,1.81E-05,0.0033,,
0.020204082,0.14,1.2,1000,,72.52232,0.32,28.84,101.325,,0.0003,0.013,0.072,298,,,,,,1.81E-05,0.001,,
0.489,0.3,1.200548,1086,,459.2,3.65,28.84,101.325,,0.001,0.219,0.075,293,,,,,,1.81E-05,0.0015,,
0.164577778,0.15,1.200548,998,,45.77,4.3,28.84,101.325,,0.0023,0.014,0.073,293,,,,,,1.81E-05,0.001007,,
0.489,0.3,1.200548,1086,,74.0678,3.65,28.84,101.325,,0.001,0.011,0.038,293,,,,,,1.81E-05,0.0015,,
0.008975069,0.095,1.18,1080,,122.0338983,0.85,28,101.325,,0.0009,0.024982389,0.075,298,,,,,,1.81E-05,0.00126,,
0.489,0.3,1.200548,1086,,382.81,3.65,28.84,101.325,,0.001,0.216,0.075,293,,,,,,1.81E-05,0.0015,,
1.082194787,0.162,1.2,1000,,246.23572,1.276031538,28.84,101.325,,0.00132,0.299,0.072,298,,,,,,1.81E-05,0.001,,
0.020204082,0.14,1.2,1000,,90.898544,0.32,28.84,101.325,,0.0003,0.016,0.072,303,,,,,,1.81E-05,0.001,,
0.020204082,0.14,1.2,995,,45.952785,0.32,28.84,101.325,,0.0003,0.005,0.04046,298,,,,,,1.81E-05,0.00182,,
0.186719264,0.156,38.611,1090,,94.59,0.570343432,28.4933,3600,,0.0004,0.015,0.065,298,,,,,,1.70E-05,0.0096,,
0.008975069,0.095,1.200548,1070,,183.63,0.848541676,28.84,101.325,,0.0009,0.039,0.072,301,,,,,,1.81E-05,0.00099,,
0.489,0.3,1.200548,1086,,454.25,3.65,28.84,101.325,,0.001,0.485,0.075,293,,,,,,1.81E-05,0.0015,,
0.489,0.3,1.200548,1086,,573.39,3.65,28.84,101.325,,0.001,0.496,0.075,293,,,,,,1.81E-05,0.0015,,
2.56,0.1,8.795401455,825,,107.4890511,0.5,28,1000,,0.008,0.026,0.00141,383,,,,,,2.13E-05,0.00546,,
0.020204082,0.14,1.2,1000,,31.664846,0.32,28.84,101.325,,0.0003,0.005,0.072,303,,,,,,1.81E-05,0.001,,
0.020204082,0.14,1.2,1015,,41.63311,0.32,28.84,101.325,,0.0003,0.004,0.07193,298,,,,,,1.81E-05,0.0033,,
9.68877551,0.14,1.200548,1000,,333.5831138,0.32,28.84,101.325,,0.003,0.043460142,0.072,298,,,,,,1.81E-05,0.001,,
0.008975069,0.095,1.200548,1070,,172.29,0.857569433,28.84,101.325,,0.0009,0.037,0.072,301,,,,,,1.81E-05,0.00099,,
19.625,0.2,1.200548,1000,,2936.090226,4.5,28.84,101.325,,0.0025,0.014300885,0.072,296,,,,,,1.81E-05,0.001,,
0.186719264,0.156,38.611,1090,,112.37,0.528886544,28.4933,3600,,0.0004,0.04,0.065,298,,,,,,1.70E-05,0.0096,,
0.020204082,0.14,1.2,1005,,59.70534417,0.32,28.84,101.325,,0.0003,0.007593111,0.07194,298,,,,,,1.81E-05,0.00102,,
0.020204082,0.14,1.2,1000,,51.323513,0.32,28.84,101.325,,0.0003,0.009,0.072,293,,,,,,1.81E-05,0.001,,
0.008975069,0.095,1.18,1080,,294.9152542,0.85,28,101.325,,0.0009,0.071043141,0.075,298,,,,,,1.81E-05,0.00126,,
0.489,0.3,1.200548,1086,,326.05,3.65,28.84,101.325,,0.001,0.197,0.075,293,,,,,,1.81E-05,0.0015,,
0.489,0.3,1.200548,1086,,408.74,3.65,28.84,101.325,,0.001,0.219,0.075,293,,,,,,1.81E-05,0.0015,,
0.186719264,0.156,38.611,1045,,102.47,0.548680434,28.4933,3600,,0.0004,0.025,0.065,298,,,,,,1.70E-05,0.0026,,
0.020204082,0.14,1.2,1000,,40.541008,0.32,28.84,101.325,,0.0003,0.007,0.072,298,,,,,,1.81E-05,0.001,,
